,national_id,main_name,hp,attack,defense,spatk,spdef,speed,ref,count_form
798,664,Scatterbug,38,35,40,27,25,35,/pokedex/scatterbug,1
799,665,Spewpa,45,22,60,27,30,29,/pokedex/spewpa,1
800,666,Vivillon,80,52,50,90,50,89,/pokedex/vivillon,1
801,667,Litleo,62,50,58,73,54,72,/pokedex/litleo,1
802,668,Pyroar,86,68,72,109,66,106,/pokedex/pyroar,1
803,669,Flabébé,44,38,39,61,79,42,/pokedex/flabebe,1
804,670,Floette,54,45,47,75,98,52,/pokedex/floette,1
805,671,Florges,78,65,68,112,154,75,/pokedex/florges,1
806,672,Skiddo,66,65,48,62,57,52,/pokedex/skiddo,1
807,673,Gogoat,123,100,62,97,81,68,/pokedex/gogoat,1
808,674,Pancham,67,82,62,46,48,43,/pokedex/pancham,1
809,675,Pangoro,95,124,78,69,71,58,/pokedex/pangoro,1
810,676,Furfrou,75,80,60,65,90,102,/pokedex/furfrou,1
811,677,Espurr,62,48,54,63,60,68,/pokedex/espurr,1
812,678,Male,74,48,76,83,81,104,/pokedex/meowstic,2
813,678,Female,74,48,76,83,81,104,/pokedex/meowstic,2
814,679,Honedge,45,80,100,35,37,28,/pokedex/honedge,1
815,680,Doublade,59,110,150,45,49,35,/pokedex/doublade,1
816,681,Shield Forme,60,50,140,50,140,60,/pokedex/aegislash,2
817,681,Blade Forme,60,140,50,140,50,60,/pokedex/aegislash,2
818,682,Spritzee,78,52,60,63,65,23,/pokedex/spritzee,1
819,683,Aromatisse,101,72,72,99,89,29,/pokedex/aromatisse,1
820,684,Swirlix,62,48,66,59,57,49,/pokedex/swirlix,1
821,685,Slurpuff,82,80,86,85,75,72,/pokedex/slurpuff,1
822,686,Inkay,53,54,53,37,46,45,/pokedex/inkay,1
823,687,Malamar,86,92,88,68,75,73,/pokedex/malamar,1
824,688,Binacle,42,52,67,39,56,50,/pokedex/binacle,1
825,689,Barbaracle,72,105,115,54,86,68,/pokedex/barbaracle,1
826,690,Skrelp,50,60,60,60,60,30,/pokedex/skrelp,1
827,691,Dragalge,65,75,90,97,123,44,/pokedex/dragalge,1
828,692,Clauncher,50,53,62,58,63,44,/pokedex/clauncher,1
829,693,Clawitzer,71,73,88,120,89,59,/pokedex/clawitzer,1
830,694,Helioptile,44,38,33,61,43,70,/pokedex/helioptile,1
831,695,Heliolisk,62,55,52,109,94,109,/pokedex/heliolisk,1
832,696,Tyrunt,58,89,77,45,45,48,/pokedex/tyrunt,1
833,697,Tyrantrum,82,121,119,69,59,71,/pokedex/tyrantrum,1
834,698,Amaura,77,59,50,67,63,46,/pokedex/amaura,1
835,699,Aurorus,123,77,72,99,92,58,/pokedex/aurorus,1
836,700,Sylveon,95,65,65,110,130,60,/pokedex/sylveon,1
837,701,Hawlucha,78,92,75,74,63,118,/pokedex/hawlucha,1
838,702,Dedenne,67,58,57,81,67,101,/pokedex/dedenne,1
839,703,Carbink,50,50,150,50,150,50,/pokedex/carbink,1
840,704,Goomy,45,50,35,55,75,40,/pokedex/goomy,1
841,705,Sliggoo,68,75,53,83,113,60,/pokedex/sliggoo,2
842,705,Hisuian Sliggoo,58,75,83,83,113,40,/pokedex/sliggoo,2
843,706,Goodra,90,100,70,110,150,80,/pokedex/goodra,2
844,706,Hisuian Goodra,80,100,100,110,150,60,/pokedex/goodra,2
845,707,Klefki,57,80,91,80,87,75,/pokedex/klefki,1
846,708,Phantump,43,70,48,50,60,38,/pokedex/phantump,1
847,709,Trevenant,85,110,76,65,82,56,/pokedex/trevenant,1
848,710,Average Size,49,66,70,44,55,51,/pokedex/pumpkaboo,4
849,710,Small Size,44,66,70,44,55,56,/pokedex/pumpkaboo,4
850,710,Large Size,54,66,70,44,55,46,/pokedex/pumpkaboo,4
851,710,Super Size,59,66,70,44,55,41,/pokedex/pumpkaboo,4
852,711,Average Size,65,90,122,58,75,84,/pokedex/gourgeist,4
853,711,Small Size,55,85,122,58,75,99,/pokedex/gourgeist,4
854,711,Large Size,75,95,122,58,75,69,/pokedex/gourgeist,4
855,711,Super Size,85,100,122,58,75,54,/pokedex/gourgeist,4
856,712,Bergmite,55,69,85,32,35,28,/pokedex/bergmite,1
857,713,Avalugg,95,117,184,44,46,28,/pokedex/avalugg,2
858,713,Hisuian Avalugg,95,127,184,34,36,38,/pokedex/avalugg,2
859,714,Noibat,40,30,35,45,40,55,/pokedex/noibat,1
860,715,Noivern,85,70,80,97,80,123,/pokedex/noivern,1
861,716,Xerneas,126,131,95,131,98,99,/pokedex/xerneas,1
862,717,Yveltal,126,131,95,131,98,99,/pokedex/yveltal,1
863,718,50% Forme,108,100,121,81,95,95,/pokedex/zygarde,3
864,718,10% Forme,54,100,71,61,85,115,/pokedex/zygarde,3
865,718,Complete Forme,216,100,121,91,95,85,/pokedex/zygarde,3
866,719,Diancie,50,100,150,100,150,50,/pokedex/diancie,2
867,719,Mega Diancie,50,160,110,160,110,110,/pokedex/diancie,2
868,720,Hoopa Confined,80,110,60,150,130,70,/pokedex/hoopa,2
869,720,Hoopa Unbound,80,160,60,170,130,80,/pokedex/hoopa,2
870,721,Volcanion,80,110,120,130,90,70,/pokedex/volcanion,1
871,722,Rowlet,68,55,55,50,50,42,/pokedex/rowlet,1
872,723,Dartrix,78,75,75,70,70,52,/pokedex/dartrix,1
873,724,Decidueye,78,107,75,100,100,70,/pokedex/decidueye,2
874,724,Hisuian Decidueye,88,112,80,95,95,60,/pokedex/decidueye,2
875,725,Litten,45,65,40,60,40,70,/pokedex/litten,1
876,726,Torracat,65,85,50,80,50,90,/pokedex/torracat,1
877,727,Incineroar,95,115,90,80,90,60,/pokedex/incineroar,1
878,728,Popplio,50,54,54,66,56,40,/pokedex/popplio,1
879,729,Brionne,60,69,69,91,81,50,/pokedex/brionne,1
880,730,Primarina,80,74,74,126,116,60,/pokedex/primarina,1
881,731,Pikipek,35,75,30,30,30,65,/pokedex/pikipek,1
882,732,Trumbeak,55,85,50,40,50,75,/pokedex/trumbeak,1
883,733,Toucannon,80,120,75,75,75,60,/pokedex/toucannon,1
884,734,Yungoos,48,70,30,30,30,45,/pokedex/yungoos,1
885,735,Gumshoos,88,110,60,55,60,45,/pokedex/gumshoos,1
886,736,Grubbin,47,62,45,55,45,46,/pokedex/grubbin,1
887,737,Charjabug,57,82,95,55,75,36,/pokedex/charjabug,1
888,738,Vikavolt,77,70,90,145,75,43,/pokedex/vikavolt,1
889,739,Crabrawler,47,82,57,42,47,63,/pokedex/crabrawler,1
890,740,Crabominable,97,132,77,62,67,43,/pokedex/crabominable,1
891,741,Baile Style,75,70,70,98,70,93,/pokedex/oricorio,4
892,741,Pom-Pom Style,75,70,70,98,70,93,/pokedex/oricorio,4
893,741,Pa'u Style,75,70,70,98,70,93,/pokedex/oricorio,4
894,741,Sensu Style,75,70,70,98,70,93,/pokedex/oricorio,4
895,742,Cutiefly,40,45,40,55,40,84,/pokedex/cutiefly,1
896,743,Ribombee,60,55,60,95,70,124,/pokedex/ribombee,1
897,744,Rockruff,45,65,40,30,40,60,/pokedex/rockruff,2
898,744,Own Tempo Rockruff,45,65,40,30,40,60,/pokedex/rockruff,2
899,745,Midday Form,75,115,65,55,65,112,/pokedex/lycanroc,3
900,745,Midnight Form,85,115,75,55,75,82,/pokedex/lycanroc,3
901,745,Dusk Form,75,117,65,55,65,110,/pokedex/lycanroc,3
902,746,Solo Form,45,20,20,25,25,40,/pokedex/wishiwashi,2
903,746,School Form,45,140,130,140,135,30,/pokedex/wishiwashi,2
904,747,Mareanie,50,53,62,43,52,45,/pokedex/mareanie,1
905,748,Toxapex,50,63,152,53,142,35,/pokedex/toxapex,1
906,749,Mudbray,70,100,70,45,55,45,/pokedex/mudbray,1
907,750,Mudsdale,100,125,100,55,85,35,/pokedex/mudsdale,1
908,751,Dewpider,38,40,52,40,72,27,/pokedex/dewpider,1
909,752,Araquanid,68,70,92,50,132,42,/pokedex/araquanid,1
910,753,Fomantis,40,55,35,50,35,35,/pokedex/fomantis,1
911,754,Lurantis,70,105,90,80,90,45,/pokedex/lurantis,1
912,755,Morelull,40,35,55,65,75,15,/pokedex/morelull,1
913,756,Shiinotic,60,45,80,90,100,30,/pokedex/shiinotic,1
914,757,Salandit,48,44,40,71,40,77,/pokedex/salandit,1
915,758,Salazzle,68,64,60,111,60,117,/pokedex/salazzle,1
916,759,Stufful,70,75,50,45,50,50,/pokedex/stufful,1
917,760,Bewear,120,125,80,55,60,60,/pokedex/bewear,1
918,761,Bounsweet,42,30,38,30,38,32,/pokedex/bounsweet,1
919,762,Steenee,52,40,48,40,48,62,/pokedex/steenee,1
920,763,Tsareena,72,120,98,50,98,72,/pokedex/tsareena,1
921,764,Comfey,51,52,90,82,110,100,/pokedex/comfey,1
922,765,Oranguru,90,60,80,90,110,60,/pokedex/oranguru,1
923,766,Passimian,100,120,90,40,60,80,/pokedex/passimian,1
924,767,Wimpod,25,35,40,20,30,80,/pokedex/wimpod,1
925,768,Golisopod,75,125,140,60,90,40,/pokedex/golisopod,1
926,769,Sandygast,55,55,80,70,45,15,/pokedex/sandygast,1
927,770,Palossand,85,75,110,100,75,35,/pokedex/palossand,1
928,771,Pyukumuku,55,60,130,30,130,5,/pokedex/pyukumuku,1
929,772,Type: Null,95,95,95,95,95,59,/pokedex/type-null,1
930,773,Silvally,95,95,95,95,95,95,/pokedex/silvally,1
931,774,Meteor Form,60,60,100,60,100,60,/pokedex/minior,2
932,774,Core Form,60,100,60,100,60,120,/pokedex/minior,2
933,775,Komala,65,115,65,75,95,65,/pokedex/komala,1
934,776,Turtonator,60,78,135,91,85,36,/pokedex/turtonator,1
935,777,Togedemaru,65,98,63,40,73,96,/pokedex/togedemaru,1
936,778,Mimikyu,55,90,80,50,105,96,/pokedex/mimikyu,1
937,779,Bruxish,68,105,70,70,70,92,/pokedex/bruxish,1
938,780,Drampa,78,60,85,135,91,36,/pokedex/drampa,1
939,781,Dhelmise,70,131,100,86,90,40,/pokedex/dhelmise,1
940,782,Jangmo-o,45,55,65,45,45,45,/pokedex/jangmo-o,1
941,783,Hakamo-o,55,75,90,65,70,65,/pokedex/hakamo-o,1
942,784,Kommo-o,75,110,125,100,105,85,/pokedex/kommo-o,1
943,785,Tapu Koko,70,115,85,95,75,130,/pokedex/tapu-koko,1
944,786,Tapu Lele,70,85,75,130,115,95,/pokedex/tapu-lele,1
945,787,Tapu Bulu,70,130,115,85,95,75,/pokedex/tapu-bulu,1
946,788,Tapu Fini,70,75,115,95,130,85,/pokedex/tapu-fini,1
947,789,Cosmog,43,29,31,29,31,37,/pokedex/cosmog,1
948,790,Cosmoem,43,29,131,29,131,37,/pokedex/cosmoem,1
949,791,Solgaleo,137,137,107,113,89,97,/pokedex/solgaleo,1
950,792,Lunala,137,113,89,137,107,97,/pokedex/lunala,1
951,793,Nihilego,109,53,47,127,131,103,/pokedex/nihilego,1
952,794,Buzzwole,107,139,139,53,53,79,/pokedex/buzzwole,1
953,795,Pheromosa,71,137,37,137,37,151,/pokedex/pheromosa,1
954,796,Xurkitree,83,89,71,173,71,83,/pokedex/xurkitree,1
955,797,Celesteela,97,101,103,107,101,61,/pokedex/celesteela,1
956,798,Kartana,59,181,131,59,31,109,/pokedex/kartana,1
957,799,Guzzlord,223,101,53,97,53,43,/pokedex/guzzlord,1
958,800,Necrozma,97,107,101,127,89,79,/pokedex/necrozma,4
959,800,Dusk Mane Necrozma,97,157,127,113,109,77,/pokedex/necrozma,4
960,800,Dawn Wings Necrozma,97,113,109,157,127,77,/pokedex/necrozma,4
961,800,Ultra Necrozma,97,167,97,167,97,129,/pokedex/necrozma,4
962,801,Magearna,80,95,115,130,115,65,/pokedex/magearna,1
963,802,Marshadow,90,125,80,90,90,125,/pokedex/marshadow,1
964,803,Poipole,67,73,67,73,67,73,/pokedex/poipole,1
965,804,Naganadel,73,73,73,127,73,121,/pokedex/naganadel,1
966,805,Stakataka,61,131,211,53,101,13,/pokedex/stakataka,1
967,806,Blacephalon,53,127,53,151,79,107,/pokedex/blacephalon,1
968,807,Zeraora,88,112,75,102,80,143,/pokedex/zeraora,1
969,808,Meltan,46,65,65,55,35,34,/pokedex/meltan,1
970,809,Melmetal,135,143,143,80,65,34,/pokedex/melmetal,1
971,810,Grookey,50,65,50,40,40,65,/pokedex/grookey,1
972,811,Thwackey,70,85,70,55,60,80,/pokedex/thwackey,1
973,812,Rillaboom,100,125,90,60,70,85,/pokedex/rillaboom,1
974,813,Scorbunny,50,71,40,40,40,69,/pokedex/scorbunny,1
975,814,Raboot,65,86,60,55,60,94,/pokedex/raboot,1
976,815,Cinderace,80,116,75,65,75,119,/pokedex/cinderace,1
977,816,Sobble,50,40,40,70,40,70,/pokedex/sobble,1
978,817,Drizzile,65,60,55,95,55,90,/pokedex/drizzile,1
979,818,Inteleon,70,85,65,125,65,120,/pokedex/inteleon,1
980,819,Skwovet,70,55,55,35,35,25,/pokedex/skwovet,1
981,820,Greedent,120,95,95,55,75,20,/pokedex/greedent,1
982,821,Rookidee,38,47,35,33,35,57,/pokedex/rookidee,1
983,822,Corvisquire,68,67,55,43,55,77,/pokedex/corvisquire,1
984,823,Corviknight,98,87,105,53,85,67,/pokedex/corviknight,1
985,824,Blipbug,25,20,20,25,45,45,/pokedex/blipbug,1
986,825,Dottler,50,35,80,50,90,30,/pokedex/dottler,1
987,826,Orbeetle,60,45,110,80,120,90,/pokedex/orbeetle,1
988,827,Nickit,40,28,28,47,52,50,/pokedex/nickit,1
989,828,Thievul,70,58,58,87,92,90,/pokedex/thievul,1
990,829,Gossifleur,40,40,60,40,60,10,/pokedex/gossifleur,1
991,830,Eldegoss,60,50,90,80,120,60,/pokedex/eldegoss,1
992,831,Wooloo,42,40,55,40,45,48,/pokedex/wooloo,1
993,832,Dubwool,72,80,100,60,90,88,/pokedex/dubwool,1
994,833,Chewtle,50,64,50,38,38,44,/pokedex/chewtle,1
995,834,Drednaw,90,115,90,48,68,74,/pokedex/drednaw,1
996,835,Yamper,59,45,50,40,50,26,/pokedex/yamper,1
997,836,Boltund,69,90,60,90,60,121,/pokedex/boltund,1
998,837,Rolycoly,30,40,50,40,50,30,/pokedex/rolycoly,1
999,838,Carkol,80,60,90,60,70,50,/pokedex/carkol,1
1000,839,Coalossal,110,80,120,80,90,30,/pokedex/coalossal,1
1001,840,Applin,40,40,80,40,40,20,/pokedex/applin,1
1002,841,Flapple,70,110,80,95,60,70,/pokedex/flapple,1
1003,842,Appletun,110,85,80,100,80,30,/pokedex/appletun,1
1004,843,Silicobra,52,57,75,35,50,46,/pokedex/silicobra,1
1005,844,Sandaconda,72,107,125,65,70,71,/pokedex/sandaconda,1
1006,845,Cramorant,70,85,55,85,95,85,/pokedex/cramorant,1
1007,846,Arrokuda,41,63,40,40,30,66,/pokedex/arrokuda,1
1008,847,Barraskewda,61,123,60,60,50,136,/pokedex/barraskewda,1
1009,848,Toxel,40,38,35,54,35,40,/pokedex/toxel,1
1010,849,Amped Form,75,98,70,114,70,75,/pokedex/toxtricity,2
1011,849,Low Key Form,75,98,70,114,70,75,/pokedex/toxtricity,2
1012,850,Sizzlipede,50,65,45,50,50,45,/pokedex/sizzlipede,1
1013,851,Centiskorch,100,115,65,90,90,65,/pokedex/centiskorch,1
1014,852,Clobbopus,50,68,60,50,50,32,/pokedex/clobbopus,1
1015,853,Grapploct,80,118,90,70,80,42,/pokedex/grapploct,1
1016,854,Sinistea,40,45,45,74,54,50,/pokedex/sinistea,1
1017,855,Polteageist,60,65,65,134,114,70,/pokedex/polteageist,1
1018,856,Hatenna,42,30,45,56,53,39,/pokedex/hatenna,1
1019,857,Hattrem,57,40,65,86,73,49,/pokedex/hattrem,1
1020,858,Hatterene,57,90,95,136,103,29,/pokedex/hatterene,1
1021,859,Impidimp,45,45,30,55,40,50,/pokedex/impidimp,1
1022,860,Morgrem,65,60,45,75,55,70,/pokedex/morgrem,1
1023,861,Grimmsnarl,95,120,65,95,75,60,/pokedex/grimmsnarl,1
1024,862,Obstagoon,93,90,101,60,81,95,/pokedex/obstagoon,1
1025,863,Perrserker,70,110,100,50,60,50,/pokedex/perrserker,1
1026,864,Cursola,60,95,50,145,130,30,/pokedex/cursola,1
1027,865,Sirfetch'd,62,135,95,68,82,65,/pokedex/sirfetchd,1
1028,866,Mr. Rime,80,85,75,110,100,70,/pokedex/mr-rime,1
1029,867,Runerigus,58,95,145,50,105,30,/pokedex/runerigus,1
1030,868,Milcery,45,40,40,50,61,34,/pokedex/milcery,1
1031,869,Alcremie,65,60,75,110,121,64,/pokedex/alcremie,1
1032,870,Falinks,65,100,100,70,60,75,/pokedex/falinks,1
1033,871,Pincurchin,48,101,95,91,85,15,/pokedex/pincurchin,1
1034,872,Snom,30,25,35,45,30,20,/pokedex/snom,1
1035,873,Frosmoth,70,65,60,125,90,65,/pokedex/frosmoth,1
1036,874,Stonjourner,100,125,135,20,20,70,/pokedex/stonjourner,1
1037,875,Ice Face,75,80,110,65,90,50,/pokedex/eiscue,2
1038,875,Noice Face,75,80,70,65,50,130,/pokedex/eiscue,2
1039,876,Male,60,65,55,105,95,95,/pokedex/indeedee,2
1040,876,Female,70,55,65,95,105,85,/pokedex/indeedee,2
1041,877,Full Belly Mode,58,95,58,70,58,97,/pokedex/morpeko,2
1042,877,Hangry Mode,58,95,58,70,58,97,/pokedex/morpeko,2
1043,878,Cufant,72,80,49,40,49,40,/pokedex/cufant,1
1044,879,Copperajah,122,130,69,80,69,30,/pokedex/copperajah,1
1045,880,Dracozolt,90,100,90,80,70,75,/pokedex/dracozolt,1
1046,881,Arctozolt,90,100,90,90,80,55,/pokedex/arctozolt,1
1047,882,Dracovish,90,90,100,70,80,75,/pokedex/dracovish,1
1048,883,Arctovish,90,90,100,80,90,55,/pokedex/arctovish,1
1049,884,Duraludon,70,95,115,120,50,85,/pokedex/duraludon,1
1050,885,Dreepy,28,60,30,40,30,82,/pokedex/dreepy,1
1051,886,Drakloak,68,80,50,60,50,102,/pokedex/drakloak,1
1052,887,Dragapult,88,120,75,100,75,142,/pokedex/dragapult,1
1053,888,Hero of Many Battles,92,120,115,80,115,138,/pokedex/zacian,2
1054,888,Crowned Sword,92,150,115,80,115,148,/pokedex/zacian,2
1055,889,Hero of Many Battles,92,120,115,80,115,138,/pokedex/zamazenta,2
1056,889,Crowned Shield,92,120,140,80,140,128,/pokedex/zamazenta,2
1057,890,Eternatus,140,85,95,145,95,130,/pokedex/eternatus,2
1058,890,Eternamax,255,115,250,125,250,130,/pokedex/eternatus,2
1059,891,Kubfu,60,90,60,53,50,72,/pokedex/kubfu,1
1060,892,Single Strike Style,100,130,100,63,60,97,/pokedex/urshifu,2
1061,892,Rapid Strike Style,100,130,100,63,60,97,/pokedex/urshifu,2
1062,893,Zarude,105,120,105,70,95,105,/pokedex/zarude,1
1063,894,Regieleki,80,100,50,100,50,200,/pokedex/regieleki,1
1064,895,Regidrago,200,100,50,100,50,80,/pokedex/regidrago,1
1065,896,Glastrier,100,145,130,65,110,30,/pokedex/glastrier,1
1066,897,Spectrier,100,65,60,145,80,130,/pokedex/spectrier,1
1067,898,Calyrex,100,80,80,80,80,80,/pokedex/calyrex,3
1068,898,Ice Rider,100,165,150,85,130,50,/pokedex/calyrex,3
1069,898,Shadow Rider,100,85,80,165,100,150,/pokedex/calyrex,3
1070,899,Wyrdeer,103,105,72,105,75,65,/pokedex/wyrdeer,1
1071,900,Kleavor,70,130,95,45,75,85,/pokedex/kleavor,1
1072,901,Ursaluna,130,140,105,45,80,50,/pokedex/ursaluna,1
1073,902,Male,120,112,65,80,75,78,/pokedex/basculegion,2
1074,902,Female,120,92,65,100,75,78,/pokedex/basculegion,2
1075,903,Sneasler,80,130,60,40,80,120,/pokedex/sneasler,1
1076,904,Overqwil,85,115,95,65,65,85,/pokedex/overqwil,1
1077,905,Incarnate Forme,74,115,70,135,80,106,/pokedex/enamorus,2
1078,905,Therian Forme,74,115,110,135,100,46,/pokedex/enamorus,2
1079,906,Sprigatito,40,61,54,45,45,65,/pokedex/sprigatito,1
1080,907,Floragato,61,80,63,60,63,83,/pokedex/floragato,1
1081,908,Meowscarada,76,110,70,81,70,123,/pokedex/meowscarada,1
1082,909,Fuecoco,67,45,59,63,40,36,/pokedex/fuecoco,1
1083,910,Crocalor,81,55,78,90,58,49,/pokedex/crocalor,1
1084,911,Skeledirge,104,75,100,110,75,66,/pokedex/skeledirge,1
1085,912,Quaxly,55,65,45,50,45,50,/pokedex/quaxly,1
1086,913,Quaxwell,70,85,65,65,60,65,/pokedex/quaxwell,1
1087,914,Quaquaval,85,120,80,85,75,85,/pokedex/quaquaval,1
1088,915,Lechonk,54,45,40,35,45,35,/pokedex/lechonk,1
1089,916,Male,110,100,75,59,80,65,/pokedex/oinkologne,2
1090,916,Female,115,90,70,59,90,65,/pokedex/oinkologne,2
1091,917,Tarountula,35,41,45,29,40,20,/pokedex/tarountula,1
1092,918,Spidops,60,79,92,52,86,35,/pokedex/spidops,1
1093,919,Nymble,33,46,40,21,25,45,/pokedex/nymble,1
1094,920,Lokix,71,102,78,52,55,92,/pokedex/lokix,1
1095,921,Pawmi,45,50,20,40,25,60,/pokedex/pawmi,1
1096,922,Pawmo,60,75,40,50,40,85,/pokedex/pawmo,1
1097,923,Pawmot,70,115,70,70,60,105,/pokedex/pawmot,1
1098,924,Tandemaus,50,50,45,40,45,75,/pokedex/tandemaus,1
1099,925,Family of Four,74,75,70,65,75,111,/pokedex/maushold,2
1100,925,Family of Three,74,75,70,65,75,111,/pokedex/maushold,2
1101,926,Fidough,37,55,70,30,55,65,/pokedex/fidough,1
1102,927,Dachsbun,57,80,115,50,80,95,/pokedex/dachsbun,1
1103,928,Smoliv,41,35,45,58,51,30,/pokedex/smoliv,1
1104,929,Dolliv,52,53,60,78,78,33,/pokedex/dolliv,1
1105,930,Arboliva,78,69,90,125,109,39,/pokedex/arboliva,1
1106,931,Green Plumage,82,96,51,45,51,92,/pokedex/squawkabilly,4
1107,931,Blue Plumage,82,96,51,45,51,92,/pokedex/squawkabilly,4
1108,931,Yellow Plumage,82,96,51,45,51,92,/pokedex/squawkabilly,4
1109,931,White Plumage,82,96,51,45,51,92,/pokedex/squawkabilly,4
1110,932,Nacli,55,55,75,35,35,25,/pokedex/nacli,1
1111,933,Naclstack,60,60,100,35,65,35,/pokedex/naclstack,1
1112,934,Garganacl,100,100,130,45,90,35,/pokedex/garganacl,1
1113,935,Charcadet,40,50,40,50,40,35,/pokedex/charcadet,1
1114,936,Armarouge,85,60,100,125,80,75,/pokedex/armarouge,1
1115,937,Ceruledge,75,125,80,60,100,85,/pokedex/ceruledge,1
1116,938,Tadbulb,61,31,41,59,35,45,/pokedex/tadbulb,1
1117,939,Bellibolt,109,64,91,103,83,45,/pokedex/bellibolt,1
1118,940,Wattrel,40,40,35,55,40,70,/pokedex/wattrel,1
1119,941,Kilowattrel,70,70,60,105,60,125,/pokedex/kilowattrel,1
1120,942,Maschiff,60,78,60,40,51,51,/pokedex/maschiff,1
1121,943,Mabosstiff,80,120,90,60,70,85,/pokedex/mabosstiff,1
1122,944,Shroodle,40,65,35,40,35,75,/pokedex/shroodle,1
1123,945,Grafaiai,63,95,65,80,72,110,/pokedex/grafaiai,1
1124,946,Bramblin,40,65,30,45,35,60,/pokedex/bramblin,1
1125,947,Brambleghast,55,115,70,80,70,90,/pokedex/brambleghast,1
1126,948,Toedscool,40,40,35,50,100,70,/pokedex/toedscool,1
1127,949,Toedscruel,80,70,65,80,120,100,/pokedex/toedscruel,1
1128,950,Klawf,70,100,115,35,55,75,/pokedex/klawf,1
1129,951,Capsakid,50,62,40,62,40,50,/pokedex/capsakid,1
1130,952,Scovillain,65,108,65,108,65,75,/pokedex/scovillain,1
1131,953,Rellor,41,50,60,31,58,30,/pokedex/rellor,1
1132,954,Rabsca,75,50,85,115,100,45,/pokedex/rabsca,1
1133,955,Flittle,30,35,30,55,30,75,/pokedex/flittle,1
1134,956,Espathra,95,60,60,101,60,105,/pokedex/espathra,1
1135,957,Tinkatink,50,45,45,35,64,58,/pokedex/tinkatink,1
1136,958,Tinkatuff,65,55,55,45,82,78,/pokedex/tinkatuff,1
1137,959,Tinkaton,85,75,77,70,105,94,/pokedex/tinkaton,1
1138,960,Wiglett,10,55,25,35,25,95,/pokedex/wiglett,1
1139,961,Wugtrio,35,100,50,50,70,120,/pokedex/wugtrio,1
1140,962,Bombirdier,70,103,85,60,85,82,/pokedex/bombirdier,1
1141,963,Finizen,70,45,40,45,40,75,/pokedex/finizen,1
1142,964,Zero Form,100,70,72,53,62,100,/pokedex/palafin,2
1143,964,Hero Form,100,160,97,106,87,100,/pokedex/palafin,2
1144,965,Varoom,45,70,63,30,45,47,/pokedex/varoom,1
1145,966,Revavroom,80,119,90,54,67,90,/pokedex/revavroom,1
1146,967,Cyclizar,70,95,65,85,65,121,/pokedex/cyclizar,1
1147,968,Orthworm,70,85,145,60,55,65,/pokedex/orthworm,1
1148,969,Glimmet,48,35,42,105,60,60,/pokedex/glimmet,1
1149,970,Glimmora,83,55,90,130,81,86,/pokedex/glimmora,1
1150,971,Greavard,50,61,60,30,55,34,/pokedex/greavard,1
1151,972,Houndstone,72,101,100,50,97,68,/pokedex/houndstone,1
1152,973,Flamigo,82,115,74,75,64,90,/pokedex/flamigo,1
1153,974,Cetoddle,108,68,45,30,40,43,/pokedex/cetoddle,1
1154,975,Cetitan,170,113,65,45,55,73,/pokedex/cetitan,1
1155,976,Veluza,90,102,73,78,65,70,/pokedex/veluza,1
1156,977,Dondozo,150,100,115,65,65,35,/pokedex/dondozo,1
1157,978,Curly Form,68,50,60,120,95,82,/pokedex/tatsugiri,3
1158,978,Droopy Form,68,50,60,120,95,82,/pokedex/tatsugiri,3
1159,978,Stretchy Form,68,50,60,120,95,82,/pokedex/tatsugiri,3
1160,979,Annihilape,110,115,80,50,90,90,/pokedex/annihilape,1
1161,980,Clodsire,130,75,60,45,100,20,/pokedex/clodsire,1
1162,981,Farigiraf,120,90,70,110,70,60,/pokedex/farigiraf,1
1163,982,Two-Segment Form,125,100,80,85,75,55,/pokedex/dudunsparce,2
1164,982,Three-Segment Form,125,100,80,85,75,55,/pokedex/dudunsparce,2
1165,983,Kingambit,100,135,120,60,85,50,/pokedex/kingambit,1
1166,984,Great Tusk,115,131,131,53,53,87,/pokedex/great-tusk,1
1167,985,Scream Tail,115,65,99,65,115,111,/pokedex/scream-tail,1
1168,986,Brute Bonnet,111,127,99,79,99,55,/pokedex/brute-bonnet,1
1169,987,Flutter Mane,55,55,55,135,135,135,/pokedex/flutter-mane,1
1170,988,Slither Wing,85,135,79,85,105,81,/pokedex/slither-wing,1
1171,989,Sandy Shocks,85,81,97,121,85,101,/pokedex/sandy-shocks,1
1172,990,Iron Treads,90,112,120,72,70,106,/pokedex/iron-treads,1
1173,991,Iron Bundle,56,80,114,124,60,136,/pokedex/iron-bundle,1
1174,992,Iron Hands,154,140,108,50,68,50,/pokedex/iron-hands,1
1175,993,Iron Jugulis,94,80,86,122,80,108,/pokedex/iron-jugulis,1
1176,994,Iron Moth,80,70,60,140,110,110,/pokedex/iron-moth,1
1177,995,Iron Thorns,100,134,110,70,84,72,/pokedex/iron-thorns,1
1178,996,Frigibax,65,75,45,35,45,55,/pokedex/frigibax,1
1179,997,Arctibax,90,95,66,45,65,62,/pokedex/arctibax,1
1180,998,Baxcalibur,115,145,92,75,86,87,/pokedex/baxcalibur,1
1181,999,Chest Form,45,30,70,75,70,10,/pokedex/gimmighoul,2
1182,999,Roaming Form,45,30,25,75,45,80,/pokedex/gimmighoul,2
1183,1000,Gholdengo,87,60,95,133,91,84,/pokedex/gholdengo,1
1184,1001,Wo-Chien,85,85,100,95,135,70,/pokedex/wo-chien,1
